ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Event_Type
8724,ENSMUSG00000035211.9,Xrra1,chr7,+,99867346,99867444,99862289,99862357,99871281,99871457,8724,"1,2,2","1,0,0","3,1,2","2,0,4",197,99,0.000247572,0.041682839,"0.334,1.0,1.0","0.43,1.0,0.201",0.234,SE
8758,ENSMUSG00000041565.16,L3mbtl4,chr17,+,68587096,68587199,68559748,68559863,68630184,68630358,8758,"5,8,4","4,2,4","3,3,4","0,0,0",202,99,9.10E-10,6.40E-06,"0.38,0.662,0.329","1.0,1.0,1.0",-0.543,SE
8797,ENSMUSG00000023033.14,Scn8a,chr15,+,100959339,100959431,100957460,100957589,100959602,100959694,8797,"47,43,43","155,234,221","26,26,37","363,237,181",191,99,0.000128969,0.028045549,"0.136,0.087,0.092","0.036,0.054,0.096",0.043,SE
9252,ENSMUSG00000041552.7,Ptchd1,chrX,-,155622319,155622484,155586807,155587031,155622959,155623179,9252,"0,1,1","31,31,30","6,9,5","40,32,26",264,99,2.17E-05,0.008507916,"0.0,0.012,0.012","0.053,0.095,0.067",-0.064,SE
9352,ENSMUSG00000110195.1,Pde2a,chr7,+,101461479,101461541,101421845,101421995,101481370,101481460,9352,"33,32,37","0,0,0","30,33,18","2,3,6",161,99,2.98E-06,0.002265734,"1.0,1.0,1.0","0.902,0.871,0.648",0.193,SE
9582,ENSMUSG00000032740.16,Ccdc88a,chr11,+,29507124,29507223,29503851,29504311,29507694,29510808,9582,"185,180,184","9,14,10","249,223,250","1,7,2",198,99,5.32E-06,0.003580272,"0.911,0.865,0.902","0.992,0.941,0.984",-0.08,SE
10112,ENSMUSG00000020385.16,Clk4,chr11,+,51268164,51268231,51267170,51267331,51271799,51272022,10112,"56,33,36","90,57,97","64,50,74","70,51,35",166,99,0.000248595,0.041682839,"0.271,0.257,0.181","0.353,0.369,0.558",-0.19,SE
10663,ENSMUSG00000004933.17,Matk,chr10,+,81260088,81260182,81259586,81259806,81260907,81260973,10663,"95,412,101,208","7,27,17","8,171,285,946","7,4,7",193,99,0.000307233,0.04854278,"0.986,0.958,0.973","0.984,0.994,0.986",-0.016,SE
10756,ENSMUSG00000085573.1,Gm15418,chr8,+,11201499,11201592,11187754,11188018,11204183,11204503,10756,"2,3,4","4,2,4","1,3,2","0,1,0",192,99,2.08E-05,0.008372797,"0.205,0.436,0.34","1.0,0.607,1.0",-0.542,SE
10957,ENSMUSG00000028999.15,Rint1,chr5,+,23805309,23805483,23800594,23800836,23805570,23805720,10957,"103,132,135","0,1,0","127,103,72","7,3,1",273,99,0.000175933,0.033615413,"1.0,0.98,1.0","0.868,0.926,0.963",0.074,SE
11140,ENSMUSG00000092210.1,A930009A15Rik,chr10,+,115578274,115578361,115569985,115570281,115581989,115582448,11140,"2,2,3","0,0,0","8,1,4","0,2,4",186,99,0.000131576,0.028045549,"1.0,1.0,1.0","1.0,0.21,0.347",0.481,SE
11208,ENSMUSG00000036196.15,Slc26a8,chr17,-,28663563,28663728,28661864,28662014,28669902,28670084,11208,"5,8,8","1,0,0","2,4,3","1,2,1",264,99,8.06E-05,0.019700252,"0.652,1.0,1.0","0.429,0.429,0.529",0.422,SE
11268,ENSMUSG00000038005.15,Hpf1,chr8,+,60895460,60895650,60893700,60893860,60896737,60896836,11268,"140,176,197","30,31,25","220,224,180","11,15,15",289,99,1.15E-05,0.00582557,"0.615,0.66,0.73","0.873,0.836,0.804",-0.169,SE
11270,ENSMUSG00000038005.15,Hpf1,chr8,+,60896737,60896836,60890444,60890536,60903999,60904087,11270,"6,5,4","0,0,0","5,9,4","4,1,2",198,99,1.55E-06,0.001479824,"1.0,1.0,1.0","0.385,0.818,0.5",0.432,SE
11785,ENSMUSG00000061533.16,Cep128,chr12,-,91255574,91255739,91234043,91234220,91259985,91260636,11785,"9,18,17","0,0,1","16,11,9","3,1,3",264,99,1.27E-05,0.006240485,"1.0,1.0,0.864","0.667,0.805,0.529",0.288,SE
11907,ENSMUSG00000052105.16,Mtcl1,chr17,-,66384299,66384374,66379128,66380436,66385859,66385910,11907,"0,1,2","69,81,91","17,3,2","98,62,49",174,99,1.39E-05,0.00641962,"0.0,0.007,0.012","0.09,0.027,0.023",-0.04,SE
12349,ENSMUSG00000078671.11,Chd2,chr7,-,73435734,73435978,73426637,73430000,73441585,73441679,12349,"115,105,111","0,0,0","130,131,105","5,3,4",343,99,3.24E-05,0.010919007,"1.0,1.0,1.0","0.882,0.926,0.883",0.103,SE
12389,ENSMUSG00000042439.12,Zfp532,chr18,+,65644192,65644369,65622983,65625334,65656350,65656632,12389,"8,7,6","3,1,2","3,5,5","0,1,0",276,99,0.000154846,0.031181787,"0.489,0.715,0.518","1.0,0.642,1.0",-0.307,SE
12413,ENSMUSG00000020014.17,Cfap54,chr10,-,92964457,92964645,92962280,92962508,92967479,92967622,12413,"24,41,55","3,7,4","32,31,44","1,0,1",287,99,2.57E-05,0.009427064,"0.734,0.669,0.826","0.917,1.0,0.938",-0.209,SE
12900,ENSMUSG00000027861.13,Casq2,chr3,+,102133089,102133098,102127940,102127986,102133376,102133431,12900,"0,0,1","6,4,5","5,2,3","18,5,2",108,99,7.99E-05,0.019642252,"0.0,0.0,0.155","0.203,0.268,0.579",-0.298,SE
13397,ENSMUSG00000003464.13,Pex19,chr1,+,172128630,172128740,172126754,172126848,172129154,172129320,13397,"394,524,584","32,3,2","541,668,542","2,3,0",209,99,2.62E-07,0.000429702,"0.854,0.988,0.993","0.992,0.991,1.0",-0.049,SE
13424,ENSMUSG00000022587.14,Ly6e,chr15,+,74957414,74957463,74955566,74955717,74957776,74957877,13424,"0,5,2","139,153,154","22,19,1","161,120,151",148,99,8.15E-08,0.000223116,"0.0,0.021,0.009","0.084,0.096,0.004",-0.051,SE
13678,ENSMUSG00000026173.15,Plcd4,chr1,+,74562713,74562830,74560426,74560493,74564376,74564512,13678,"0,1,0","1,0,3","1,3,1","0,1,0",216,99,5.60E-07,0.000697158,"0.0,1.0,0.0","1.0,0.579,1.0",-0.526,SE
13844,ENSMUSG00000056153.14,Socs6,chr18,-,88666648,88666790,88666073,88666264,88668618,88668699,13844,"1,0,1","0,2,1","2,1,4","0,0,0",241,99,6.38E-05,0.017477182,"1.0,0.0,0.291","1.0,1.0,1.0",-0.57,SE
13930,ENSMUSG00000054966.13,Lmntd1,chr6,-,145417399,145417519,145413382,145413588,145419687,145419874,13930,"2,1,5","0,0,0","0,0,0","2,2,3",219,99,7.33E-15,3.01E-10,"1.0,1.0,1.0","0.0,0.0,0.0",1,SE
14564,ENSMUSG00000098097.7,6530403H02Rik,chr3,-,120797591,120797669,120772681,120772787,120886512,120886714,14564,"4,3,1","0,0,0","3,5,3","2,6,1",177,99,1.79E-09,8.44E-06,"1.0,1.0,1.0","0.456,0.318,0.627",0.533,SE
14647,ENSMUSG00000066800.11,Rnasel,chr1,+,153753606,153755213,153751967,153752947,153755950,153756036,14647,"20,45,44","0,0,0","17,27,23","2,5,3",1706,99,6.45E-12,8.83E-08,"1.0,1.0,1.0","0.33,0.239,0.308",0.708,SE
14648,ENSMUSG00000066800.11,Rnasel,chr1,+,153753634,153755213,153752844,153752947,153755950,153756036,14648,"13,28,22","0,0,0","10,19,13","2,5,3",1678,99,4.25E-12,8.72E-08,"1.0,1.0,1.0","0.228,0.183,0.204",0.795,SE
14679,ENSMUSG00000043467.19,Zbtb37,chr1,-,161034087,161034284,161031804,161032764,161034777,161034834,14679,"9,11,9","3,2,4","16,12,7","1,1,0",296,99,0.0001119,0.024982916,"0.501,0.648,0.429","0.843,0.801,1.0",-0.355,SE
14728,ENSMUSG00000040537.17,Adam22,chr5,-,8086593,8086623,8082142,8082269,8092339,8092406,14728,"4,1,6","323,440,449","16,9,16","350,427,352",129,99,4.87E-05,0.014603302,"0.009,0.002,0.01","0.034,0.016,0.034",-0.021,SE
14732,ENSMUSG00000040537.17,Adam22,chr5,-,8087981,8088068,8086593,8086623,8092339,8092406,14732,"87,80,47","0,0,1","92,80,73","4,4,4",186,99,0.000217393,0.038164473,"1.0,1.0,0.962","0.924,0.914,0.907",0.072,SE
14734,ENSMUSG00000040537.17,Adam22,chr5,-,8090141,8090252,8086593,8086623,8092339,8092406,14734,"22,28,39","0,0,1","59,15,33","4,4,4",210,99,1.65E-05,0.00729786,"1.0,1.0,0.948","0.874,0.639,0.795",0.213,SE
14856,ENSMUSG00000037999.13,Arap2,chr5,-,62606074,62606209,62602444,62604656,62611703,62611767,14856,"231,332,330","2,5,3","368,315,215","11,13,9",234,99,0.00017382,0.033523667,"0.98,0.966,0.979","0.934,0.911,0.91",0.057,SE
15065,ENSMUSG00000051504.18,Siglech,chr7,+,55768886,55769165,55768183,55768721,55771602,55771696,15065,"18,24,24","0,0,0","20,40,15","5,1,1",378,99,5.49E-05,0.015717734,"1.0,1.0,1.0","0.512,0.913,0.797",0.259,SE
15253,ENSMUSG00000032246.14,Calml4,chr9,+,62868676,62868817,62858241,62858272,62871265,62871454,15253,"26,12,25","1,3,4","32,30,13","1,0,0",240,99,5.10E-05,0.015074997,"0.915,0.623,0.721","0.93,1.0,1.0",-0.224,SE
15376,ENSMUSG00000019817.18,Plagl1,chr10,+,13091774,13091812,13090831,13091024,13105854,13105893,15376,"0,0,0","9,4,5","2,2,3","12,5,3",137,99,0.00030669,0.04854278,"0.0,0.0,0.0","0.107,0.224,0.419",-0.25,SE
15426,ENSMUSG00000049336.16,Tenm2,chr11,-,36385118,36385328,36300195,36300430,36677468,36677745,15426,"104,121,122","2,1,0","75,104,66","5,3,6",309,99,4.11E-05,0.013198588,"0.943,0.975,1.0","0.828,0.917,0.779",0.131,SE
15525,ENSMUSG00000022629.16,Kif21a,chr15,-,90952710,90952818,90951245,90951374,90956294,90956509,15525,"174,128,155","2,3,3","201,127,123","19,6,4",207,99,0.000203531,0.037326065,"0.977,0.953,0.961","0.835,0.91,0.936",0.07,SE
15633,ENSMUSG00000025026.14,Add3,chr19,+,53203413,53203475,53142755,53143089,53216800,53217015,15633,"0,0,0","18,33,27","6,4,5","19,27,14",161,99,5.04E-07,0.000668022,"0.0,0.0,0.0","0.163,0.083,0.18",-0.142,SE
15762,ENSMUSG00000046949.16,Nqo2,chr13,+,33968189,33968277,33964686,33964800,33972311,33972476,15762,"36,48,52","0,1,0","53,46,32","3,3,4",187,99,0.00016986,0.033263278,"1.0,0.962,1.0","0.903,0.89,0.809",0.12,SE
16195,ENSMUSG00000063889.16,Crem,chr18,-,3276693,3276729,3273421,3273578,3325360,3325474,16195,"10,10,10","2,5,2","14,19,4","1,1,0",135,99,0.00021697,0.038164473,"0.786,0.595,0.786","0.911,0.933,1.0",-0.226,SE
16226,ENSMUSG00000021541.13,Trpc7,chr13,-,56831269,56831450,56822424,56822641,56860889,56861072,16226,"2,6,3","2,0,3","4,9,2","0,1,0",280,99,0.000230998,0.03970455,"0.261,1.0,0.261","1.0,0.761,1.0",-0.413,SE
16580,ENSMUSG00000062991.7,Nrg1,chr8,-,31837669,31837728,31826252,31826355,31849309,31849439,16580,"13,8,11","2,5,1","14,12,16","1,0,0",158,99,6.81E-05,0.01847566,"0.803,0.501,0.873","0.898,1.0,1.0",-0.24,SE
16642,ENSMUSG00000032087.10,Dscaml1,chr9,+,45672625,45672922,45669995,45670271,45674450,45674723,16642,"44,50,31","0,0,1","53,54,50","4,5,3",396,99,1.11E-05,0.00582557,"1.0,1.0,0.886","0.768,0.73,0.806",0.194,SE
16823,ENSMUSG00000037337.11,Map4k1,chr7,+,29002347,29002403,29001919,29001990,29003096,29003274,16823,"6,4,7","4,2,2","1,13,5","0,1,0",155,99,1.28E-05,0.006240485,"0.489,0.561,0.691","1.0,0.893,1.0",-0.384,SE
17676,ENSMUSG00000049606.16,Zfp644,chr5,-,106679679,106679743,106638283,106638635,106695642,106695699,17676,"1,1,5","1,0,0","2,1,1","1,2,2",163,99,1.89E-05,0.007914134,"0.378,1.0,1.0","0.548,0.233,0.233",0.455,SE
17842,ENSMUSG00000022724.15,Riox2,chr16,+,59489344,59489433,59487427,59487599,59491740,59492291,17842,"14,16,23","0,4,4","24,19,14","0,1,0",188,99,0.000170613,0.033263278,"1.0,0.678,0.752","1.0,0.909,1.0",-0.16,SE
17845,ENSMUSG00000022724.15,Riox2,chr16,+,59491204,59491294,59487427,59487599,59491740,59492291,17845,"13,14,23","0,4,4","18,22,6","0,1,0",189,99,0.000162214,0.032192118,"1.0,0.647,0.751","1.0,0.92,1.0",-0.174,SE
17974,ENSMUSG00000021068.16,Nin,chr12,-,70111435,70111482,70102650,70102854,70113473,70113717,17974,"13,12,16","5,15,1","7,11,5","0,0,0",146,99,1.92E-07,0.000361312,"0.638,0.352,0.916","1.0,1.0,1.0",-0.365,SE
18211,ENSMUSG00000025512.15,Chid1,chr7,-,141515401,141515503,141513733,141513889,141522608,141522701,18211,"209,203,280","25,55,30","326,147,260","2,41,1",201,99,0.00028559,0.045828289,"0.805,0.645,0.821","0.988,0.638,0.992",-0.116,SE
18374,ENSMUSG00000033530.8,Ttc7b,chr12,-,100445955,100445979,100419491,100419570,100446859,100446981,18374,"8,11,11","240,323,330","80,17,7","363,344,255",123,99,7.81E-06,0.004582363,"0.026,0.027,0.026","0.151,0.038,0.022",-0.044,SE
18567,ENSMUSG00000025558.17,Dock9,chr14,-,121592393,121592427,121591811,121591948,121594335,121594383,18567,"4,10,14","3,3,2","1,2,1","7,7,8",133,99,1.42E-07,0.000291831,"0.498,0.713,0.839","0.096,0.175,0.085",0.565,SE
18905,ENSMUSG00000028653.16,Trit1,chr4,+,123052065,123052175,123049476,123049554,123052483,123052601,18905,"44,47,53","22,19,39","72,96,62","14,10,15",209,99,1.39E-05,0.00641962,"0.486,0.54,0.392","0.709,0.82,0.662",-0.258,SE
19076,ENSMUSG00000022228.14,Zscan26,chr13,-,21448166,21448484,21447785,21447894,21449273,21449333,19076,"120,119,139","0,0,0","159,129,82","5,3,3",417,99,3.42E-05,0.011326396,"1.0,1.0,1.0","0.883,0.911,0.866",0.113,SE
19172,ENSMUSG00000053332.13,Gas5,chr1,+,161037123,161037164,161036819,161036852,161037287,161037315,19172,"37,74,68","156,317,366","152,102,78","369,285,228",140,99,2.66E-05,0.009515189,"0.144,0.142,0.116","0.226,0.202,0.195",-0.074,SE
19206,ENSMUSG00000033287.15,Kctd17,chr15,+,78437583,78437671,78435584,78435710,78438486,78438497,19206,"127,186,176","123,130,156","145,140,111","236,186,141",187,99,3.23E-05,0.010919007,"0.353,0.431,0.374","0.245,0.285,0.294",0.111,SE
19267,ENSMUSG00000049571.18,Cfap46,chr7,-,139678489,139678600,139675966,139676066,139679324,139679419,19267,"14,8,10","0,0,0","26,9,14","3,4,2",210,99,1.71E-06,0.001570821,"1.0,1.0,1.0","0.803,0.515,0.767",0.305,SE
